Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT_2009,total_population_2009,population_white_2009,Population_Black_2009,Population_Latino_2009,Population_American_Indian_2009,Population_Asian_2009,Population_Pacific_Islander_2009,Population_Other_2009,Population_Multiple_Races_2009,Households_2009,Households_Family_2009,Households_Married_2009,Households_Other_Family_2009,Households_Other_Family_Male Householder_2009,Households_Other_Family_Female Householder_2009,Households_Nonfamily_2009,Households_Nonfamily_Male_Householder_2009,Households_Nonfamily_Female_Householder_2009,Occupied_Housing_Units_2009,Occupied_Housing_Units_Family_2009,Occupied_Housing_Units_Married_2009,Occupied_Housing_Units_Other_Family_2009,Occupied_Housing_Units_Nonfamily_Households_2009,Occupied_Housing_Units_Householder Living_Alone_2009,Renter_Housing_Units_2009,Occupied_ Housing_With_Children_Under_18_2009,occupied_ housing_with_own_children_under_18_2009,renter_occupied_ housing_with_children_under_18_2009,renter_occupied_ housing_with_own_children_under_18_2009,Householder_Black_2009,Householder_American_Indian_2009,Householder_Asian_2009,Householder_Pacific_Islander_2009,Householder_Other_Race_2009,Householder_Multiple_Races_2009,Householder_Latino_2009,Householder_White_2009,Renter_Black_2009,Renter_American_Indian_2009,Renter_Asian_2009,Renter_Pacific_Islander_2009,Renter_Other_Race_2009,Renter_Multiple_Races_2009,Renter_White_2009,Renter_Latino_2009,Population_15_and_Over_2009,Population_Never_Married_2009,Population_Married_2009,Population_Separated_2009,Population_Widowed_2009,Population_Divorced_2009,Population_25_Years_and_Over_2009,Population_25_Years_and_Over_No_Diploma_2009,Population_25_Years_and_Over_Diploma_2009,Population_25_Years_and_Some_College_2009,Population_25_Years_and_Bachelors_2009,Population_25_Years_and_Over_Masters_2009,Population_25_Years_and_Professional_2009,Population_25_Years_and_Over_Doctorate_2009,Population_3_Years_and_Over_2009,Population_3_Years_and_Over_Enrolled_In_school_2009,Population_3_Years_and_Over_Not_enrolled_in_school_2009,Civilian_Population_16_to_19_2009,Civilian_Population_16_to_19_HS_Dropout_2009,Civilian_Population_16_to_19_Enrolled_or_Graduated_2009,Population_16_Years_and_Over_2009,Population_16_Years_and_Over_in_labor_force_2009,Population_16_Years_and_Over__armed_forces_2009,Population_16_Years_and_Over_in_labor_force_civilian_2009,Population_16_Years_and_Over_in_labor_force_civilian__employed_2009,Population_16_Years_and_Over_in_labor_force_civilian_unemployed_2009,Population_16_Years_and_Over_not_in_labor_force_2009,In Labor Force 16 Years and Over:,Median_Household_Income_2009,Median_Household_Income_black_2009,Median_Household_Income_american_indian_2009,Median_Household_Income_asian_2009,Median_Household_Income_pacific_islander_2009,Median_Household_Income_other_race_2009,Median_Household_Income_multiple_races_2009,Median_Household_Income_latino_2009,Median_Household_Income_white_2009,Gini_Index_2009,Occupied_Housing_Units_2009,Owner_Occupied_Housing_Units_2009,Renter_Occupied_Housing_Units_2009,Housing_Units_2009,Vacant_Housing_Units_2009,Vacant_Housing_Rent_2009,Vacant_Housing_for_Sale_2009,Vacant_Housing_Other_Vacant_2009,Renter_Occupied_Housing_2009,Renter_Occupied_Housing_1_1.5_Occupants_per_room_2009,Renter_Occupied_Housing_1.51_2_Occupants_per_room_2009,Renter_Occupied_Housing_2_or_more_Occupants_per_room_2009,Occupied_Housing_2009,Occupied_Housing_1_1.5_Occupants_per_room_2009,Occupied_Housing_1.51_2_Occupants_per_room_2009,Occupied_Housing_2_or_more_Occupants_per_room_2009,Median_Gross_Rent_as_Percentage_Household_Income_2009,Families_2009,Families_below_poverty_line_2009,Families_below_poverty_line_married_with_children_2009,Families_below_poverty_line_married_no_children_2009,Families_below_poverty_line_male_householder_2009,Families_below_poverty_line_male_householder_with_children_2009,Families_below_poverty_line_male_householder_no_children_2009,Families_below_poverty_line_female_householder_2009,Families_below_poverty_line_female_householder_with_children_2009,Families_below_poverty_line_female_householder_no_children_2009,Families_at_or_above_poverty_line_2009,Population_Poverty_Status_Is_Determined_2009,Population_Poverty_Status_Is_Determined_under.5_2009,Population_Poverty_Status_Is_Determined_.5_.74_2009,Population_Poverty_Status_Is_Determined_.74_.99_2009,Population_Poverty_Status_Is_Determined_1_1.49_2009,Population_Poverty_Status_Is_Determined_1.5_1.9_2009,Population_Poverty_Status_Is_Determined_2_above_2009,Housing_units_No_Vehicle_Available_2009,Renter_units_No_Vehicle_Available_2009
42101002700,14000US42101002700,"Census Tract 27, Philadelphia County, Pennsylvania","Census Tract 27, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13696,42,101,2700,7552,4470,1330,1006,0,911,0,673,168,3095,1489,901,588,152,436,1606,758,848,3095,1489,901,588,1606,1420,1606,748,698,403,365,487,0,325,0,155,7,356,1926,365,0,240,0,101,0,734,266,6174,2993,2175,220,428,358,5216,1228,3988,2163,1277,440,94,57,7239,1724,5515,250,12,238,5995,4136,27,4109,3886,223,1859,4136,37401,21395,,22867,,33465,,32207,57657,0.467999995,3095,1489,1606,3366,271,34,32,205,1606,36,0,0,3095,49,0,0,28.89999962,1489,305,89,19,44,0,44,153,134,19,1184,7552,796,301,772,354,1018,4311,1388,960
42101002800,14000US42101002800,"Census Tract 28, Philadelphia County, Pennsylvania","Census Tract 28, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13697,42,101,2800,9751,6270,596,1790,0,2271,0,557,57,3407,1856,1280,576,158,418,1551,768,783,3407,1856,1280,576,1551,1271,1336,788,635,342,273,184,0,564,0,169,57,565,2049,86,0,164,0,116,12,620,466,7999,3779,3112,269,463,376,6780,2418,4362,2367,1580,622,107,14,9356,2127,7229,446,100,346,7902,4876,0,4876,4390,486,3026,4876,44387,32914,,44539,,24844,189493,28687,47150,0.486999989,3407,2071,1336,4056,649,196,91,362,1336,57,0,0,3407,104,86,0,30.60000038,1856,416,108,60,13,0,13,235,198,37,1440,9751,977,546,935,1167,1715,4411,1524,889
42101002900,14000US42101002900,"Census Tract 29, Philadelphia County, Pennsylvania","Census Tract 29, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13698,42,101,2900,3873,3594,135,82,0,40,0,0,104,1975,705,536,169,24,145,1270,726,544,1975,705,536,169,1270,1040,627,277,217,36,36,48,0,0,0,0,0,32,1895,24,0,0,0,0,0,585,18,3546,1614,1094,59,463,316,3255,472,2783,1595,1054,571,239,113,3811,714,3097,154,0,154,3458,1955,0,1955,1902,53,1503,1955,49496,103143,,,,,,54755,49212,0.474999994,1975,1348,627,2278,303,36,37,230,627,0,0,0,1975,0,0,0,28.89999962,705,73,23,0,0,0,0,50,50,0,632,3873,234,223,184,349,269,2614,790,359
42101003000,14000US42101003000,"Census Tract 30, Philadelphia County, Pennsylvania","Census Tract 30, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13699,42,101,3000,7111,1174,3036,198,0,2587,0,105,209,2587,1381,673,708,213,495,1206,508,698,2587,1381,673,708,1206,1027,1154,847,727,473,446,1235,0,690,0,16,64,35,563,504,0,379,0,16,0,236,35,5578,2444,2000,182,549,403,4723,1540,3183,1835,661,146,59,30,6692,1536,5156,392,11,381,5523,2699,0,2699,2402,297,2824,2699,29387,25654,,24265,,,86467,48932,34491,0.444999993,2587,1433,1154,3282,695,165,96,434,1154,35,13,0,2587,49,13,0,32.5,1381,337,64,72,14,14,0,187,155,32,1044,7090,587,1145,521,1025,769,3043,1408,748
42101003100,14000US42101003100,"Census Tract 31, Philadelphia County, Pennsylvania","Census Tract 31, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13700,42,101,3100,4660,186,4452,101,0,0,0,22,0,1856,992,296,696,269,427,864,268,596,1856,992,296,696,864,864,670,506,388,172,172,1784,0,0,0,22,0,22,50,640,0,0,0,0,0,30,0,3867,2227,721,191,277,451,2935,665,2270,1053,251,133,0,0,4556,1309,3247,432,161,271,3623,1704,0,1704,1443,261,1919,1704,37668,37988,,,,,,,2864,0.43900001,1856,1186,670,2374,518,118,132,268,670,29,0,0,1856,29,0,0,33.40000153,992,212,11,0,69,69,0,132,73,59,780,4660,380,226,504,382,824,2344,988,457
42101003200,14000US42101003200,"Census Tract 32, Philadelphia County, Pennsylvania","Census Tract 32, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13701,42,101,3200,5381,559,4719,0,85,0,0,18,0,1864,1096,285,811,174,637,768,263,505,1864,1096,285,811,768,726,710,615,516,348,276,1649,38,0,0,18,0,0,159,664,0,0,0,18,0,28,0,3791,2007,754,314,478,238,3146,992,2154,712,162,69,0,0,5189,1726,3463,366,121,245,3709,1481,0,1481,1044,437,2228,1481,26006,26088,,,,,,,30648,0.423000008,1864,1154,710,2431,567,0,186,381,710,63,39,0,1864,63,39,0,50,1096,505,69,50,88,0,88,298,187,111,591,5350,836,675,763,716,911,1449,1209,544
42101003300,14000US42101003300,"Census Tract 33, Philadelphia County, Pennsylvania","Census Tract 33, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13702,42,101,3300,5804,1141,4367,46,17,214,0,0,65,2005,1236,333,903,109,794,769,365,404,2005,1236,333,903,769,706,1092,751,601,556,451,1399,17,48,0,0,31,9,501,890,17,48,0,0,18,110,9,4152,2528,684,319,449,172,3407,1335,2072,737,223,27,0,0,5514,1828,3686,370,0,370,4080,2156,0,2156,1866,290,1924,2156,27012,26471,,,,,19658,,33113,0.448000014,2005,913,1092,2628,623,60,59,504,1092,48,0,0,2005,48,0,0,46.70000076,1236,371,48,30,0,0,0,293,293,0,865,5756,494,957,635,1044,436,2190,1291,821
42101003400,14000US42101003400,"Census Tract 34, Philadelphia County, Pennsylvania","Census Tract 34, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13703,42,101,3400,339,172,43,0,0,124,0,0,0,157,48,22,26,0,26,109,28,81,157,48,22,26,109,81,67,38,38,26,26,26,0,49,0,0,0,0,82,26,0,0,0,0,0,41,0,278,156,42,27,41,12,251,23,228,137,40,0,0,0,306,56,250,15,0,15,278,226,0,226,213,13,52,226,37605,2864,,14061,,,,,55518,0.32100001,157,90,67,180,23,23,0,0,67,0,0,0,157,0,0,0,37.09999847,48,13,0,0,0,0,0,13,13,0,35,339,26,29,27,39,118,100,11,0
42101003500,14000US42101003500,"Census Tract 35, Philadelphia County, Pennsylvania","Census Tract 35, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13704,42,101,3500,73,47,0,0,6,0,0,20,0,28,18,9,9,0,9,10,10,0,28,18,9,9,10,10,9,9,9,9,9,0,0,0,0,9,0,0,19,0,0,0,0,9,0,0,0,62,26,15,0,0,21,55,40,15,0,0,0,0,0,73,0,73,7,7,0,62,21,0,21,21,0,41,21,12734,,,,,,,,2864,0.486000001,28,19,9,45,17,0,0,17,9,0,0,0,28,0,0,0,50,18,9,0,0,0,0,0,9,9,0,9,73,10,27,0,0,0,36,0,0
42101003600,14000US42101003600,"Census Tract 36, Philadelphia County, Pennsylvania","Census Tract 36, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13705,42,101,3600,6704,1600,3932,212,0,996,0,43,133,2621,1414,482,932,124,808,1207,502,705,2621,1414,482,932,1207,1021,1548,962,778,629,531,1424,0,315,0,24,68,135,739,1075,0,52,0,9,68,327,86,4922,2470,1240,129,670,413,3997,1353,2644,1371,514,51,14,0,6084,1705,4379,330,18,312,4815,2277,0,2277,1779,498,2538,2277,22817,21270,,39880,,29224,9360,19929,23462,0.442999989,2621,1073,1548,2731,110,25,0,85,1548,49,0,0,2621,49,0,0,27.89999962,1414,386,11,27,36,36,0,312,282,30,1028,6671,1545,455,495,903,1065,2208,1138,929
42101003701,14000US42101003701,"Census Tract 37.01, Philadelphia County, Pennsylvania","Census Tract 37.01, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13706,42,101,3701,7602,616,5500,415,35,1028,0,299,124,2117,1523,518,1005,174,831,594,354,240,2117,1523,518,1005,594,531,1061,1167,952,696,625,1489,8,281,0,45,14,97,280,752,0,183,0,45,14,67,79,5268,2884,1498,258,342,286,3780,1021,2759,828,240,15,8,8,7280,2947,4333,542,110,432,5029,2448,0,2448,1958,490,2581,2448,31746,32385,,33470,,34944,,21194,13991,0.501999974,2117,1056,1061,2659,542,93,30,419,1061,42,0,0,2117,97,0,0,50,1523,654,102,0,105,105,0,447,408,39,869,7548,1003,794,1538,788,1132,2293,1006,591
42101003702,14000US42101003702,"Census Tract 37.02, Philadelphia County, Pennsylvania","Census Tract 37.02, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13707,42,101,3702,3103,995,1712,102,0,396,0,0,0,1314,667,303,364,70,294,647,270,377,1314,667,303,364,647,555,436,367,312,200,179,562,0,173,0,0,0,31,567,306,0,11,0,0,0,107,31,2505,1374,678,42,240,171,2046,401,1645,754,361,69,13,13,3026,893,2133,201,8,193,2469,1572,0,1572,1333,239,897,1572,35839,49443,,31402,,,,26621,35240,0.419,1314,878,436,1505,191,22,48,121,436,0,0,0,1314,7,0,0,50,667,191,39,24,31,18,13,97,58,39,476,3092,447,325,201,295,347,1477,507,195
42101003800,14000US42101003800,"Census Tract 38, Philadelphia County, Pennsylvania","Census Tract 38, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13708,42,101,3800,4220,4083,0,10,0,137,0,0,0,1765,976,672,304,93,211,789,313,476,1765,976,672,304,789,756,388,423,415,72,72,0,0,22,0,0,0,0,1743,0,0,10,0,0,0,378,0,3543,986,1532,142,392,491,3252,538,2714,1377,723,254,130,44,4051,687,3364,148,0,148,3521,1937,0,1937,1817,120,1584,1937,56376,,,91444,,,,,56165,0.483999997,1765,1377,388,1765,0,0,0,0,388,0,11,0,1765,9,11,0,25.5,976,101,47,21,0,0,0,33,33,0,875,4220,80,118,235,174,149,3464,372,86
42101003901,14000US42101003901,"Census Tract 39.01, Philadelphia County, Pennsylvania","Census Tract 39.01, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13709,42,101,3901,6972,4538,811,174,0,1517,0,66,40,2547,1525,999,526,155,371,1022,358,664,2547,1525,999,526,1022,828,798,629,588,179,138,279,0,204,0,66,19,93,1952,64,0,9,0,66,0,647,78,6144,2755,2404,72,523,390,5020,1217,3803,2010,882,220,56,19,6713,1798,4915,500,28,472,5956,3423,0,3423,3273,150,2533,3423,49726,53153,,103342,,49083,,30646,48902,0.42899999,2547,1749,798,2909,362,30,94,238,798,23,0,0,2547,51,44,0,32.79999924,1525,190,115,52,0,0,0,23,23,0,1335,6972,394,292,702,446,439,4699,872,436
42101003902,14000US42101003902,"Census Tract 39.02, Philadelphia County, Pennsylvania","Census Tract 39.02, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13710,42,101,3902,5727,5510,102,112,0,0,0,26,89,2333,1478,1106,372,105,267,855,391,464,2333,1478,1106,372,855,832,275,712,580,35,17,18,0,0,0,26,40,41,2249,18,0,0,0,26,0,231,26,4841,1541,2383,105,519,293,4182,599,3583,1688,802,119,0,0,5468,1082,4386,318,0,318,4766,2813,0,2813,2572,241,1953,2813,56442,,,,,,33235,13719,57961,0.416999996,2333,2058,275,2620,287,42,0,245,275,0,0,0,2333,0,0,0,50,1478,183,65,33,18,18,0,67,67,0,1295,5727,359,187,388,273,347,4173,592,196
42101004001,14000US42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania","Census Tract 40.01, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13711,42,101,4001,4435,3772,10,409,0,360,0,231,62,2009,965,656,309,40,269,1044,454,590,2009,965,656,309,1044,917,611,359,274,147,147,0,0,135,0,20,0,111,1753,0,0,58,0,10,0,491,62,3808,1570,1489,85,367,297,3388,626,2762,1418,828,200,64,64,4253,697,3556,94,24,70,3741,2231,0,2231,2104,127,1510,2231,40944,,,43618,,73060,,5206,41734,0.456,2009,1398,611,2129,120,89,0,31,611,7,0,0,2009,7,0,0,38.29999924,965,128,21,16,11,0,11,80,80,0,837,4417,465,175,115,845,396,2421,775,302
42101004002,14000US42101004002,"Census Tract 40.02, Philadelphia County, Pennsylvania","Census Tract 40.02, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13712,42,101,4002,5001,4767,16,104,0,172,0,33,13,2261,1039,682,357,81,276,1222,381,841,2261,1039,682,357,1222,1064,678,436,363,57,42,0,0,55,0,16,13,16,2177,0,0,32,0,16,0,630,16,4211,1494,1525,243,403,546,3863,799,3064,1198,544,252,101,76,4884,988,3896,92,0,92,4151,2463,0,2463,2258,205,1688,2463,45918,,,24891,,,,,47833,0.421000004,2261,1583,678,2414,153,0,15,138,678,0,0,0,2261,11,0,0,50,1039,118,8,25,0,0,0,85,71,14,921,5001,168,321,353,192,623,3344,847,406
42101004101,14000US42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania","Census Tract 41.01, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13713,42,101,4101,5707,2301,1183,930,0,1904,0,297,22,1816,1290,540,750,424,326,526,316,210,1816,1290,540,750,526,479,1063,693,581,488,402,390,0,496,0,38,0,267,693,128,0,326,0,26,0,384,236,4390,2147,1548,110,271,314,3764,1861,1903,608,250,91,49,25,5249,1169,4080,218,17,201,4310,2618,0,2618,2139,479,1692,2618,25382,33995,,29162,,38569,,30364,19264,0.430999994,1816,753,1063,2335,519,137,61,321,1063,14,47,0,1816,42,47,0,44.20000076,1290,451,67,15,207,177,30,162,138,24,839,5697,653,873,860,560,576,2175,888,654
42101004102,14000US42101004102,"Census Tract 41.02, Philadelphia County, Pennsylvania","Census Tract 41.02, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13714,42,101,4102,6984,3579,986,503,61,1820,0,151,387,2434,1513,1031,482,69,413,921,618,303,2434,1513,1031,482,921,763,1082,749,685,455,429,249,12,493,0,65,47,118,1557,191,12,331,0,32,47,458,70,5344,2244,2150,125,466,359,4463,1407,3056,1197,519,92,25,25,6546,1598,4948,192,30,162,5264,3165,0,3165,2886,279,2099,3165,39676,37451,,31810,,52222,15909,52353,41744,0.393000007,2434,1352,1082,2948,514,142,62,310,1082,38,28,9,2434,71,28,9,32.90000153,1513,359,86,77,13,0,13,183,123,60,1154,6984,679,415,678,895,664,3653,947,540
42101004201,14000US42101004201,"Census Tract 42.01, Philadelphia County, Pennsylvania","Census Tract 42.01, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13715,42,101,4201,6123,5215,334,1250,0,416,0,0,158,2215,1367,814,553,246,307,848,369,479,2215,1367,814,553,848,750,630,739,547,252,85,156,0,144,0,0,25,263,1627,156,0,0,0,0,25,233,216,5288,2173,1892,171,410,642,4298,778,3520,1271,656,254,26,26,5943,1122,4821,522,17,505,5254,3629,13,3616,3389,227,1625,3629,52414,11034,,17074,,,,203791,53092,0.476999998,2215,1585,630,2419,204,0,42,162,630,0,151,0,2215,23,151,0,33.90000153,1367,158,74,17,21,21,0,46,12,34,1209,6123,272,379,141,1002,529,3800,611,300
42101004202,14000US42101004202,"Census Tract 42.02, Philadelphia County, Pennsylvania","Census Tract 42.02, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13716,42,101,4202,5064,4224,204,449,23,454,0,100,59,1774,1240,722,518,109,409,534,177,357,1774,1240,722,518,534,457,383,540,473,121,103,54,23,123,0,19,19,85,1487,0,0,47,0,0,8,303,25,4321,1626,1593,107,575,420,3720,1265,2455,1068,432,120,0,0,4882,1024,3858,218,5,213,4259,2475,0,2475,2218,257,1784,2475,47841,39194,,27890,,,29042,71799,49440,0.386999995,1774,1391,383,1934,160,28,66,66,383,0,0,0,1774,9,0,0,32.70000076,1240,98,18,15,0,0,0,65,45,20,1142,4785,311,155,88,563,508,3160,598,241
42101004300,14000US42101004300,"Census Tract 43, Philadelphia County, Pennsylvania","Census Tract 43, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13717,42,101,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42101004400,14000US42101004400,"Census Tract 44, Philadelphia County, Pennsylvania","Census Tract 44, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13718,42,101,4400,1129,616,268,50,8,237,0,0,0,421,237,98,139,12,127,184,85,99,421,237,98,139,184,184,143,159,117,10,10,115,0,65,0,0,0,31,210,58,0,34,0,0,0,20,31,916,497,193,30,177,19,710,270,440,197,96,38,0,0,1062,278,784,8,0,8,870,484,0,484,332,152,386,484,30332,38991,,23972,,,,,62713,0.425000012,421,278,143,453,32,0,0,32,143,0,0,0,421,0,0,0,42.70000076,237,57,8,37,12,12,0,0,0,0,180,1129,46,163,62,306,54,498,121,64
42101004500,14000US42101004500,"Census Tract 45, Philadelphia County, Pennsylvania","Census Tract 45, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13719,42,101,4500,3374,2990,0,114,0,371,0,13,0,1305,823,621,202,37,165,482,186,296,1305,823,621,202,482,469,203,354,346,12,12,0,0,91,0,0,0,12,1202,0,0,0,0,0,0,203,0,2911,883,1381,62,322,263,2670,482,2188,1061,633,124,45,8,3268,589,2679,138,0,138,2911,1790,0,1790,1591,199,1121,1790,57906,,,56585,,,,,58241,0.442000002,1305,1102,203,1468,163,32,102,29,203,0,0,0,1305,0,0,0,27.60000038,823,47,0,25,0,0,0,22,0,22,776,3374,42,9,116,296,259,2652,374,93
42101004600,14000US42101004600,"Census Tract 46, Philadelphia County, Pennsylvania","Census Tract 46, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13720,42,101,4600,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,6,6,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,6,0,,,,,,,,,,,6,6,0,23,17,17,0,0,0,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0
42101004700,14000US42101004700,"Census Tract 47, Philadelphia County, Pennsylvania","Census Tract 47, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13721,42,101,4700,3402,3005,177,0,0,220,0,0,0,1390,831,709,122,48,74,559,200,359,1390,831,709,122,559,477,229,372,359,0,0,73,0,50,0,0,0,0,1267,39,0,0,0,0,0,190,0,2884,844,1581,14,300,145,2672,491,2181,1332,755,315,168,65,3218,590,2628,109,0,109,2884,1703,0,1703,1608,95,1181,1703,56622,34198,,167812,,,,,55529,0.453999996,1390,1161,229,1486,96,0,64,32,229,0,0,0,1390,0,0,0,24.89999962,831,57,22,11,0,0,0,24,18,6,774,3402,184,59,69,169,191,2730,197,50
42101004800,14000US42101004800,"Census Tract 48, Philadelphia County, Pennsylvania","Census Tract 48, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13722,42,101,4800,398,388,10,0,0,0,0,0,0,166,136,94,42,21,21,30,10,20,166,136,94,42,30,20,9,30,30,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,9,0,362,122,189,0,30,21,306,38,268,150,93,18,0,0,386,88,298,27,11,16,362,138,10,128,119,9,224,138,67329,,,,,,,,67329,0.335999995,166,157,9,177,11,0,0,11,9,0,0,0,166,0,0,0,,136,11,11,0,0,0,0,0,0,0,125,398,54,0,10,0,66,268,11,0
42101004900,14000US42101004900,"Census Tract 49, Philadelphia County, Pennsylvania","Census Tract 49, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13723,42,101,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42101005000,14000US42101005000,"Census Tract 50, Philadelphia County, Pennsylvania","Census Tract 50, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13724,42,101,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,73,73,0,0,73,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42101005100,14000US42101005100,"Census Tract 51, Philadelphia County, Pennsylvania","Census Tract 51, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13725,42,101,5100,1009,329,608,0,0,72,0,0,0,372,77,46,31,0,31,295,112,183,372,77,46,31,295,239,372,31,31,31,31,189,0,30,0,0,0,0,153,189,0,30,0,0,0,153,0,963,519,148,15,41,240,878,332,546,252,168,79,47,15,984,68,916,0,0,0,963,410,0,410,383,27,553,410,49088,49184,,50139,,,,,28472,0.36500001,372,0,372,429,57,34,0,23,372,0,0,0,372,0,0,0,24.10000038,77,0,0,0,0,0,0,0,0,0,77,1009,268,176,0,40,30,495,88,88
42101005200,14000US42101005200,"Census Tract 52, Philadelphia County, Pennsylvania","Census Tract 52, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13726,42,101,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42101005400,14000US42101005400,"Census Tract 54, Philadelphia County, Pennsylvania","Census Tract 54, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13727,42,101,5400,1386,232,1070,0,0,20,0,0,64,576,370,163,207,23,184,206,141,65,576,370,163,207,206,197,330,152,152,50,50,422,0,20,0,0,0,0,134,197,0,20,0,0,0,113,0,1118,489,365,72,37,155,907,85,822,658,300,108,11,11,1356,366,990,58,0,58,1118,765,0,765,704,61,353,765,56156,65590,,,,,,,44409,0.388999999,576,246,330,649,73,34,0,39,330,0,0,0,576,0,0,0,28.10000038,370,31,0,8,0,0,0,23,0,23,339,1386,75,69,20,168,125,929,31,31
42101005500,14000US42101005500,"Census Tract 55, Philadelphia County, Pennsylvania","Census Tract 55, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13728,42,101,5500,6016,840,4457,36,12,474,0,13,220,2289,1186,622,564,179,385,1103,558,545,2289,1186,622,564,1103,857,709,691,650,184,169,1748,12,143,0,13,27,13,346,600,0,28,0,13,0,68,13,4723,2298,1363,247,234,581,3981,451,3530,2127,1057,473,169,55,5812,1924,3888,257,11,246,4638,3244,0,3244,2709,535,1394,3244,53690,57441,,30605,,,,,60326,0.400000006,2289,1580,709,2425,136,64,0,72,709,52,45,0,2289,52,45,0,30.20000076,1186,216,23,0,52,52,0,141,109,32,970,6016,247,682,317,465,744,3561,292,209
